,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct First Attempt,Correct Step Duration (sec),Error Step Duration (sec),Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
419,460349,0GlR30c2Mt,"Unit CTA1_08, Section CTA1_08-3",REAL37,1,XLabel,,,,,,1,,,,,,Labelling the axes,120
420,460799,0GlR30c2Mt,"Unit ES_04, Section ES_04-12",EG58,2,-23y = -30,,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",291~~91
421,461298,0GlR30c2Mt,"Unit CTA1_10, Section CTA1_10-6",DISTFB10_SP,1,R1C1,,,,,,1,,,,,,,
422,461636,0GlR30c2Mt,"Unit ES_07, Section ES_07-6",LIT81A,2,a*h-7g+7g = q*k+7g,,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",127
423,461828,0GlR30c2Mt,"Unit CTA1_12, Section CTA1_12-2",SYS04,1,S+45 = 602,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]",337~~26
424,469750,12M70dm49w,"Unit CTA1_01, Section CTA1_01-3",JAN11C,1,R2C2,,,,,,0,,,,,,Identifying units,26
425,470082,12M70dm49w,"Unit CTA1_02, Section CTA1_02-4",L2FB14,1,R1C2,,,,,,1,,,,,,,
426,470337,12M70dm49w,"Unit ES_01, Section ES_01-6",EG21,9,#NAME?,,,,,,1,,,,,,"[SkillRule: Consolidate vars, no coeff; CLT]",50
427,470650,12M70dm49w,"Unit CTA1_04, Section CTA1_04-3",L2FB15,1,R2C1,,,,,,1,,,,,,Identifying units,85
428,470938,12M70dm49w,"Unit ES_02, Section ES_02-7",EG41,1,x+30-30 = -90-30,,,,,,1,,,,,,"[SkillRule: Consolidate vars, no coeff; CLT]",68
429,471127,12M70dm49w,"Unit CTA1_13, Section CTA1_13-1",PROP02,1,R5C1,,,,,,1,,,,,,"Using small numbers~~Find X, Simple~~Using difficult numbers",138~~29~~66
430,471683,12M70dm49w,"Unit CTA1_06, Section CTA1_06-5",FBSMR1,1,R2C2,,,,,,1,,,,,,Identifying units,124
431,471994,12M70dm49w,"Unit ES_03, Section ES_03-6",EG51A,1,x2R1,,,,,,1,,,,,,,
432,472369,12M70dm49w,"Unit CTA1_08, Section CTA1_08-3",8-Feb,1,R2C1,,,,,,1,,,,,,Identifying units,159
433,472641,12M70dm49w,"Unit ES_04, Section ES_04-13",LIT32,1,#NAME?,,,,,,0,,,,,,,
434,472914,12M70dm49w,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R3C1,,,,,,0,,,,,,Define Variable,123
435,473257,12M70dm49w,"Unit ES_07, Section ES_07-6",LIT81A,1,a*h-7g = q*k,,,,,,0,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",285
436,473680,12M70dm49w,"Unit CTA1_12, Section CTA1_12-6",SYSFB11,1,R2C2,,,,,,0,,,,,,Identifying units,219
437,473932,12M70dm49w,"Unit ES_05, Section ES_05-8",EG61,1,0 = -3.51y+8.82+7.13y,,,,,,0,,,,,,[SkillRule: Consolidate vars with coeff; CLT],158
438,474289,12M70dm49w,"Unit CTA1_14, Section CTA1_14-3",2PTS01,6,-3T = -19,,,,,,0,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",425~~114
439,474806,12M70dm49w,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YLT250,4,YCoordinate1_2,,,,,,1,,,,,,"Entering a point~~Positive Constants, GLF",14~~32
440,475002,12M70dm49w,"Unit CTA1_15, Section CTA1_15-2",SYSFB14,1,R2C1,,,,,,1,,,,,,Identifying units,287
441,485384,517LN52NOL,"Unit CTA1_01, Section CTA1_01-3",BH1T19,1,R5C1,,,,,,0,,,,,,Entering a given,36
442,485748,517LN52NOL,"Unit CTA1_02, Section CTA1_02-4",L2FB14A,3,R5C1,,,,,,1,,,,,,Entering a given,113
443,485907,517LN52NOL,"Unit ES_01, Section ES_01-6",EG21,4,y+5-5 = 6-5,,,,,,1,,,,,,"[SkillRule: Consolidate vars, no coeff; CLT]",24
444,486175,517LN52NOL,"Unit CTA1_04, Section CTA1_04-3",BH1T41,1,R1C1,,,,,,1,,,,,,,
445,486533,517LN52NOL,"Unit ES_02, Section ES_02-10",EG44,2,2/y*y = -3y,,,,,,0,,,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],13
446,486631,517LN52NOL,"Unit CTA1_13, Section CTA1_13-1",PROP02,1,R6C2,,,,,,1,,,,,,"Find Y, Simple~~Using small numbers~~Using difficult numbers",39~~132~~54
447,487009,517LN52NOL,"Unit CTA1_06, Section CTA1_06-3",13-Feb,1,R1C2,,,,,,1,,,,,,,
448,495963,5yasLi1Avt,"Unit CTA1_01, Section CTA1_01-3",BH1T34B,1,R1C1,,,,,,0,,,,,,,
449,496325,5yasLi1Avt,"Unit CTA1_02, Section CTA1_02-4",REAL28,2,R7C2,,,,,,1,,,,,,Entering a given,111
450,496607,5yasLi1Avt,"Unit ES_01, Section ES_01-9",EG23,1,-1 = 8y,,,,,,1,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",8~~16
451,496828,5yasLi1Avt,"Unit CTA1_04, Section CTA1_04-2",PERCENT03A,1,R4C1,,,,,,1,,,,,,Entering a given,157
452,497342,5yasLi1Avt,"Unit ES_02, Section ES_02-7",EG41,10,#NAME?,,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",116~~40
453,497545,5yasLi1Avt,"Unit CTA1_13, Section CTA1_13-1",PROP10,1,R1C2,,,,,,1,,,,,,,
454,498257,5yasLi1Avt,"Unit CTA1_06, Section CTA1_06-5",FBSMR1,1,ValidEquations,,,,,,1,,,,,,,
455,498622,5yasLi1Avt,"Unit ES_03, Section ES_03-8",LIT16A,1,z*c = 34,,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",256
456,498912,5yasLi1Avt,"Unit CTA1_08, Section CTA1_08-3",12-Jan,1,R3C2,,,,,,1,,,,,,"Using small numbers~~Write expression, negative slope~~Using difficult numbers",241~~23~~134
457,499382,5yasLi1Avt,"Unit ES_04, Section ES_04-15",LIT59,1,b+r*(x+y) = v-s,,,,,,1,,,,,,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",83
458,499766,5yasLi1Avt,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R3C2,,,,,,1,,,,,,"Using simple numbers~~Write expression, positive slope~~Using large numbers",244~~110~~134
459,500266,5yasLi1Avt,"Unit ES_07, Section ES_07-6",LIT82A,1,w*(m*j+j) = x*j,,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",446
460,500551,5yasLi1Avt,"Unit CTA1_12, Section CTA1_12-4",SYSFB23,1,R6C2,,,,,,1,,,,,,Entering a given,456
461,501085,5yasLi1Avt,"Unit ES_05, Section ES_05-11",LIT86,1,b*y = 9-5x,,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",553
462,501235,5yasLi1Avt,"Unit CTA1_14, Section CTA1_14-2",1PTB09,1,R3C2,,,,,,1,,,,,,"Using simple numbers~~Using large numbers~~Write expression, initial and point",310~~173~~3
463,505038,6jCygPdswz,"Unit CTA1_01, Section CTA1_01-4",REAL32B,1,R1C2,,,,,,0,,,,,,,
464,505287,6jCygPdswz,"Unit CTA1_02, Section CTA1_02-3",L3NOV12B,1,R7C1,,,,,,0,,,,,,"Entering a given~~Convert unit, standard",103~~12
465,505566,6jCygPdswz,"Unit ES_01, Section ES_01-5",EG14A,2,x = 35.1+44*50,,,,,,0,,,,,,"[SkillRule: Select Multiply/Divide, nested; {MT; MT no fraction coeff}]",38
466,505835,6jCygPdswz,"Unit CTA1_04, Section CTA1_04-3",PERCENT14C,2,R7C1,,,,,,1,,,,,,"Using small numbers~~Find X, positive slope~~Using difficult numbers",108~~15~~36
467,506158,6jCygPdswz,"Unit ES_02, Section ES_02-6",EG40,5,FinalAnswer,,,,,,1,,,,,,simplify-fractions-sp~~combine-like-terms-sp,5~~27
468,506451,6jCygPdswz,"Unit CTA1_13, Section CTA1_13-1",PROP06,1,R2C1,,,,,,1,,,,,,Identifying units,90
469,506918,6jCygPdswz,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,R3C2,,,,,,1,,,,,,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",200~~70~~108
470,507510,6jCygPdswz,"Unit ES_03, Section ES_03-7",LIT12,1,k-3 = h,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate negative; x+a=b, negative]",137~~6
471,507846,6jCygPdswz,"Unit CTA1_08, Section CTA1_08-3",8-Feb,1,XUnit,,,,,,1,,,,,,,
472,508301,6jCygPdswz,"Unit ES_04, Section ES_04-16",LIT60A,1,q*c*r = d*x-q*c*v,,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",261
473,508608,6jCygPdswz,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R4C1,,,,,,1,,,,,,Entering a given,420
474,508787,6jCygPdswz,"Unit ES_07, Section ES_07-4",LIT70A,1,6u-r*u-6u = x*s+r*w-6u,,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",69
475,509353,6jCygPdswz,"Unit CTA1_12, Section CTA1_12-6",SYSFB03,1,R7C1,,,,,,1,,,,,,,
476,509583,6jCygPdswz,"Unit ES_05, Section ES_05-8",EG61,11,7.61x+0.35-0.35 = -9.74-0.35,,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",111
477,510093,6jCygPdswz,"Unit CTA1_14, Section CTA1_14-4",IPCEVEREST,2,R6C1,,,,,,1,,,,,,Entering a given,575
478,510570,6jCygPdswz,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",P-2X-2YGE9,1,ShadeButton1,,,,,,0,,,,,,Shading greater than~~Including the line when shading~~Shading GLF equation with negative slope,10~~13~~4
479,511025,6jCygPdswz,"Unit CTA1_15, Section CTA1_15-3",SYS10,1,R6C1,,,,,,1,,,,,,Entering a given,634
480,511147,6jCygPdswz,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE8TRE,1,R2C2,,,,,,1,,,,,,Identifying units,321
481,511362,6jCygPdswz,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR42,1,a-factor-2,,,,,,1,,,,,,,
482,511471,6jCygPdswz,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR22,1,a-factor-node,,,,,,1,,,,,,,
483,511692,6jCygPdswz,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD6TRE,1,R8C1,,,,,,1,,,,,,Entering a given~~Entering a given linear value,705~~36
484,511837,6jCygPdswz,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS02,1,y1R1,,,,,,1,,,,,,,
485,512069,6jCygPdswz,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS01-FIXED,2,row1-D-constant factors,,,,,,1,,,,,,,
486,512413,6jCygPdswz,"Unit CTA1_20, Section CTA1_20-2",1PTFB18,1,R6C1,,,,,,1,,,,,,"Entering a given~~Convert unit, standard",752~~50
487,512717,6jCygPdswz,"Unit CTA1_21, Section CTA1_21-2",PROP17,1,Formula 1 Coeff 1,,,,,,1,,,,,,Setting the slope,30
488,513070,6jCygPdswz,"Unit CTA1_22, Section CTA1_22-1",SYS08,1,yMin,,,,,,1,,,,,,Changing axis bounds,380
489,513085,6jCygPdswz,"Unit ES_06, Section ES_06-1",EG63A,1,-232.61278519-632362.632x = 327.97-425.76(x-242.71),,,,,,1,,,,,,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",151
490,537817,Hd9GW3f95j,"Unit CTA1_01, Section CTA1_01-3",BH1T19A,1,R3C1,,,,,,0,,,,,,Define Variable,16
491,538080,Hd9GW3f95j,"Unit CTA1_02, Section CTA1_02-3",BH1T39,1,yScale,,,,,,0,,,,,,Changing axis intervals,13
492,538399,Hd9GW3f95j,"Unit ES_01, Section ES_01-9",EG23,1,3 = 5x,,,,,,0,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",9~~19
493,538640,Hd9GW3f95j,"Unit CTA1_04, Section CTA1_04-4",BH1T47A,1,R5C2,,,,,,0,,,,,,"Using simple numbers~~Using small numbers~~Find Y, negative slope",170~~116~~26
494,538923,Hd9GW3f95j,"Unit ES_02, Section ES_02-9",EG44,2,#NAME?,,,,,,0,,,,,,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",2
495,539088,Hd9GW3f95j,"Unit CTA1_13, Section CTA1_13-1",PROP13,1,R4C1,,,,,,0,,,,,,"Entering a given~~Convert unit, standard",221~~16
496,539546,Hd9GW3f95j,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,xMax,,,,,,1,,,,,,Changing axis bounds,82
497,540031,Hd9GW3f95j,"Unit ES_03, Section ES_03-5",EG52A,1,13.4y/13.4 = 32.1/13.4,,,,,,1,,,,,,,
498,540354,Hd9GW3f95j,"Unit CTA1_08, Section CTA1_08-3",13-Nov,1,Formula 1 Coeff 0,,,,,,1,,,,,,Setting the y-intercept,17
499,540881,Hd9GW3f95j,"Unit ES_04, Section ES_04-15",LIT58,1,7+y*(b+n) = r+f,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",247
500,541235,Hd9GW3f95j,"Unit CTA1_10, Section CTA1_10-6",DISTFB12_SP,1,ValidEquations,,,,,,1,,,,,,,
501,541363,Hd9GW3f95j,"Unit ES_07, Section ES_07-4",LIT64A,1,y*j-j*c = g*x-z*u,,,,,,1,,,,,,[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}],27
502,541732,Hd9GW3f95j,"Unit CTA1_12, Section CTA1_12-4",SYSFB22,1,210-5R = 110,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",344
503,542093,Hd9GW3f95j,"Unit ES_05, Section ES_05-7",EG61,2,-2.77x-4.75 = -6.64x+5.81,,,,,,1,,,,,,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",52
504,542656,Hd9GW3f95j,"Unit CTA1_14, Section CTA1_14-4",2PTFB16,1,R3C2,,,,,,1,,,,,,"Using simple numbers~~Using small numbers~~Write expression, two points",386~~366~~17
505,542847,Hd9GW3f95j,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YLE-3X-13,2,YIntercept1,,,,,,0,,,,,,"Negative Constant, SIF~~Entering y-intercept, SIF",12~~2
506,543141,Hd9GW3f95j,"Unit CTA1_15, Section CTA1_15-3",SYS06,1,3056890000-15000000R = 2085000000+5550000R,,,,,,0,,,,,,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",90
507,543419,Hd9GW3f95j,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE5TRE,2,xMax,,,,,,0,,,,,,Changing axis bounds,229
508,543627,Hd9GW3f95j,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1",EG-FACTOR16,1,a-factor-1,,,,,,0,,,,,,,
509,545150,l8bH01vT7z,"Unit CTA1_01, Section CTA1_01-3",DEC03B,1,R2C1,,,,,,0,,,,,,Identifying units,32
510,545403,l8bH01vT7z,"Unit CTA1_02, Section CTA1_02-3",L3NOV10B,1,R1C1,,,,,,1,,,,,,,
511,545795,l8bH01vT7z,"Unit ES_01, Section ES_01-9",EG23,3,8/10 = 10x/10,,,,,,1,,,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],13
512,546007,l8bH01vT7z,"Unit CTA1_04, Section CTA1_04-3",DEC01A,1,2+1.5K = 54.5,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",25
513,546253,l8bH01vT7z,"Unit ES_02, Section ES_02-5",EG40,11,-9/5 = -5y/-5,,,,,,1,,,,,,,
514,546525,l8bH01vT7z,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R1C2,,,,,,1,,,,,,,
515,546957,l8bH01vT7z,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,6.44S = 2175,,,,,,1,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",85~~139
516,547426,l8bH01vT7z,"Unit ES_03, Section ES_03-7",LIT11,1,#NAME?,,,,,,1,,,,,,,
517,547626,l8bH01vT7z,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,Formula 1 Coeff 1,,,,,,1,,,,,,Setting the slope,11
518,547765,UJCeB1hbie,"Unit CTA1_01, Section CTA1_01-3",BH1T30,1,R2C2,,,,,,1,,,,,,Identifying units,13
519,563790,02i5jCrfQK,"Unit CTA1_01, Section CTA1_01-3",DEC03C,1,R5C1,,,,,,0,,,,,,Entering a given,43
520,563989,02i5jCrfQK,"Unit CTA1_02, Section CTA1_02-4",BH1T29A,3,R6C1,,,,,,1,,,,,,"Using simple numbers~~Using large numbers~~Find X, negative slope",113~~60~~3
521,564174,02i5jCrfQK,"Unit ES_01, Section ES_01-7",EG21,2,FinalAnswer,,,,,,1,,,,,,combine-like-terms-sp,11
522,564380,02i5jCrfQK,"Unit CTA1_04, Section CTA1_04-2",PERCENT05C,1,R3C1,,,,,,1,,,,,,Define Variable,40
523,564883,02i5jCrfQK,"Unit ES_02, Section ES_02-10",EG44,7,row1-D-y,,,,,,0,,,,,,,
524,565014,02i5jCrfQK,"Unit CTA1_13, Section CTA1_13-1",PROP01,1,2F = 3000,,,,,,0,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",68~~113
525,565722,02i5jCrfQK,"Unit CTA1_06, Section CTA1_06-5",FBSMR1,2,15H = 3.75,,,,,,0,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",110~~168
